reaction_id,flux,enzyme,enzyme_abundance_g_gDW,saturation,yield,saturable_reaction_proteome_fraction,substrate_concentration_mM
MALt2_2pp,0.0,DCTA-MONOMER,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
DHQS,0.08645414632086397,AROB-MONOMER,3.3478833875644344e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
3OAR100,0.08096573086775156,CPLX0-8005,6.397833803419416e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EX_mal__L_e,0.0,NA,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EX_xyl__D_e,0.0,NA,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
3OAR160,0.029036456949503756,CPLX0-8005,6.15091605875916e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
SUCOAS,-1.2467927711325189,SUCCCOASYN,0.0015783434771363385,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EX_ac_e,0.0,NA,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
GRXR,0.0,GRXB-MONOMER,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
ADSK,0.055931148724260374,ADENYLYLSULFKIN-CPLX,3.5029887197828644e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
PDH,2.354966961978401,PYRUVATEDEH-CPLX,0.0034835131713144697,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
SULabcpp,0.0,ABC-7-CPLX,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
PPA,0.7123045943801243,CPLX0-243,0.0004785764210339664,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
ALATA_L,0.0,CPLX0-7888,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EX_gln__L_e,0.0,NA,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
3HAD121,0.03422365112671163,FABZ-CPLX,8.657304589370215e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
GLU5K,0.05029189512467917,GLUTKIN-CPLX,7.473046339858498e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EAR100x,0.0,CPLX0-8006,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
MCOATA,0.5490544932827248,MALONYL-COA-ACP-TRANSACYL-MONOMER,0.0002799635537444249,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
MDH,1.6031188848292302,MALATE-DEHASE,0.0042929916660291705,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
PTAr,-0.13207915924567187,PHOSACETYLTRANS-CPLX,5.4091795647707205e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
GTHOr,0.0,GLUTATHIONE-REDUCT-NADPH-CPLX,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EX_o2_e,-7.4606411163050375,NA,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
DHORD2,0.0752586797302402,DIHYDROOROTOX-MONOMER,0.0001081170074418338,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
ACALD,0.0,ADHE-CPLX,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
LEUTAi,0.10249963946717709,TYRB-DIMER,0.0001530682174913723,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
PRMICI,0.021553701840364866,PRIBFAICARPISOM-MONOMER,8.610514309633059e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EAR181x,0.0,CPLX0-8006,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
GLUDy,-1.9567486513464378,GDHA-CPLX,0.0006992107224214109,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EAR140y,0.029036456949503756,CPLX0-8006,7.943859697349262e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
SHK3Dr,0.08645414632086397,AROE-MONOMER,1.5002675116497789e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
MTHFR2,0.03496487387361264,METHYLENETHFREDUCT-CPLX,0.0002994382032404514,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
NDPK6,0.00595298784389566,NUCLEOSIDE-DIP-KIN-CPLX,0.0007263153069299069,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
DHQTi,0.08645414632086397,AROD-CPLX,5.3753698652679646e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
PRFGS,0.10165126020898996,FGAMSYN-MONOMER,0.0009426571190397329,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
PPC,0.6724162086999723,PEPCARBOX-CPLX,0.0010667763650694666,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
SUCDi,1.3666699661103754,CPLX0-8160,0.0010910046916076106,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
3OAR120,0.04674207974103994,CPLX0-8005,6.60874205981691e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
XYLI1,0.0,XYLISOM-CPLX,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
METS,0.03496487387361264,HOMOCYSMET-MONOMER,0.0057575017839910266,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
THDPS,0.08439405670355618,CPLX0-3181,0.000700760224507496,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
OMCDC,0.10249963946717709,NA,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EAR161x,0.0,CPLX0-8006,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
GLNtex,0.0,CPLX0-7533,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
AIRC2,0.10165126020898996,PURK-CPLX,2.6479012833321298e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
ADSS,0.06802072378490906,ADENYLOSUCCINATE-SYN-DIMER,0.0009853689129368983,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
GLNS,0.5534153765278564,GLUTAMINESYN-OLIGOMER,0.0014774521900463235,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
GLCNt2rpp,0.0,YJGT-MONOMER,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EAR140x,0.0,CPLX0-8006,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
ADK1,0.5138368574472439,ADENYL-KIN-MONOMER,0.00030840734979673906,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EAR180y,0.0,CPLX0-8006,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
3HAD40,0.08096573086775156,FABA-CPLX,5.230858797696565e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
FUM,1.6031188848292302,FUMARASE-A,0.0005221639456626664,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
GLUtex,0.0,CPLX0-7533,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EAR141y,0.03422365112671163,NA,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
3HAD180,0.0,FABA-CPLX,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
NDPK5,0.006146597591474778,NUCLEOSIDE-DIP-KIN-CPLX,1.1949284866974534e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
PYK,0.10962458117975404,PKI-COMPLEX,6.970592653175107e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EX_glcn_e,0.0,NA,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
SDPTA,-0.08439405670355618,PSERTRANSAM-CPLX,0.000818719146934031,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
CS,1.6098030850452867,CITRATE-SI-SYNTHASE,0.003661895218435358,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
GLUSy,0.0,GLUTAMATESYN-CPLX,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EAR121x,0.0,CPLX0-8006,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
IGPDH,0.021553701840364866,IMIDHISTID-CPLX,0.00011356577347645816,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
PRAIS,0.10165126020898996,AIRS-CPLX,0.00024268669879910817,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
H2Otpp,-13.943481279670127,NA,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
XYLt2pp,0.0,XYLE-MONOMER,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
3OAR121,0.03422365112671163,CPLX0-8005,6.13191670627691e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
PPS,0.0,PEPSYNTH-CPLX,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
ATPS4rpp,24.427510728966038,ATPSYN-CPLX,0.0024186676665831084,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
ALCD2x,0.0,ADHE-CPLX,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
TRDR,0.08013031959500125,THIOREDOXIN-REDUCT-NADPH-CPLX,0.00033441563602489905,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
FRD2,0.0,FUMARATE-REDUCTASE,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
TRPS2,0.012932266605922227,CPLX0-2401,0.000428591409066129,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
ASNS2,0.05484206545556326,ASNSYNB-CPLX,0.00022665596130104729,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
CO2tpp,-7.944851587219353,NA,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
ASPK,0.24317270541678973,ASPKINIHOMOSERDEHYDROGI-CPLX,0.0006086996619010939,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EAR180x,0.0,CPLX0-8006,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
SDPDS,0.08439405670355618,CPLX0-3161,9.361095697292347e-06,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
MALtex,0.0,CPLX0-7533,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
GLYCtex,0.0,CPLX0-7533,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
PGI,0.0,CPLX0-7877,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
TPI,1.6891688897747419,TPI,0.00034689696026449283,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
DHORD5,0.0,DIHYDROOROTOX-MONOMER,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
NADH16pp,13.47935358676946,NADH-DHI-CPLX,0.0009947803308084512,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
GLCNtex,0.0,CPLX0-7533,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
FUMtex,0.0,CPLX0-7533,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
GLUt2rpp,0.0,GLTP-MONOMER,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
RNDR1b,0.0,RIBONUCLEOSIDE-DIP-REDUCTII-CPLX,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
PHETA1,-0.04214936531756209,TYRB-DIMER,9.20221138136086e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
NH4tex,2.45488400852438,CPLX0-7533,0.0005911301009920823,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
ILETA,-0.06609782180307125,BRANCHED-CHAINAMINOTRANSFER-CPLX,0.00011166751409228609,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
GND,2.878418044326312,6PGLUCONDEHYDROG-CPLX,0.00590835609858241,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
GLYCL,0.01243675305689207,GCVMULTI-CPLX,0.0016252515697483783,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EX_nh4_e,-2.45488400852438,NA,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
PSP_L,0.4030563629948878,PSERPHOSPHA-MONOMER,1.063313753123338e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
OMPDC,0.0752586797302402,OROTPDECARB-CPLX,8.631957382132365e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
TRPS3,0.012932266605922227,TRYPSYN-APROTEIN,0.0002597768994226443,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
SO4tex,0.056918080669029134,CPLX0-7533,2.1809193914578182e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EAR161y,0.03422365112671163,NA,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EX_succ_e,0.0,NA,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
3HAD100,0.08096573086775156,FABA-CPLX,5.230869754517724e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
3OAR141,0.03422365112671163,CPLX0-8005,6.131914918355712e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
PSCVT,0.08645414632086397,AROA-MONOMER,0.0001783859885770575,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
TKT1,0.9146340896228151,TRANSKETOI-CPLX,0.0023451714801858373,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
RIBtex,0.0,CPLX0-7533,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EX_lac__D_e,0.0,NA,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
SUCCtex,0.0,CPLX0-7533,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
IPPMIb,-0.10249963946717709,3-ISOPROPYLMALISOM-CPLX,0.00042373226821740154,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
PRAMPC,0.021553701840364866,HISTCYCLOPRATPPHOS,3.799629945541297e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
AIRC3,-0.10165126020898996,PURE-CPLX,0.00013103920681732504,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
3HAD181,0.0,FABZ-CPLX,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
ADSL1r,0.06802072378490906,CPLX0-7959,0.0001804040525486612,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
CYTBDpp,0.0,CYT-D-UBIOX-CPLX,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
3OAS160,0.029036456949503756,FABB-CPLX,0.0001992297097624877,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EAR141x,0.0,CPLX0-8006,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
HSST,0.03496487387361264,HOMSUCTRAN-CPLX,0.0001206182483880151,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
DHAD1,0.19890364325058532,DIHYDROXYACIDDEHYDRAT-CPLX,0.00010592625704776055,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EAR121y,0.03422365112671163,NA,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
RBK,0.0,CPLX0-7647,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
ANPRT,0.012932266605922227,ANTHRANSYNCOMPII-MONOMER,5.137041955266727e-06,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
3OAS100,0.08096573086775156,FABB-CPLX,0.00038701152324378455,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
PFK,1.7213172082135373,6PFK-1-CPX,0.00016045700104195068,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
3OAS181,0.0,3-OXOACYL-ACP-SYNTHII-CPLX,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
ACKr,0.13207915924567187,ACETATEKINA-MONOMER,4.816965463694514e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
GLCptspp,2.878418044326312,CPLX-157,0.15782727233669608,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
3OAR140,0.04674207974103994,CPLX0-8005,6.778532306795198e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
PPCK,0.0,PEPCARBOXYKIN-MONOMER,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
3HAD161,0.03422365112671163,FABZ-CPLX,8.657258734033702e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
PIt2rpp,0.21921196347140692,PITA-MONOMER,3.4204172198514894e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
3OAS120,0.04674207974103994,FABB-CPLX,0.0002764258689349294,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
ACHBS,0.06609782180307125,ACETOLACTSYNIII-CPLX,0.00013694388165090077,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
ARGSL,0.0672951991256434,ARGSUCCINLYA-MONOMER,0.0002708308917523997,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EX_co2_e,7.944851587219353,NA,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
DAPDC,0.07807205004582583,DIAMINOPIMDECARB-CPLX,9.211289449678402e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
3OAS180,0.0,FABB-CPLX,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EX_rib__D_e,0.0,NA,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
ASPCT,0.0752586797302402,ASPCARBTRANS-CPLX,0.0015032592977120439,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
NADTRHD,3.533722884971344,UDHA-CPLX,0.0005822110119822462,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
GNK,0.0,GLUCONOKINII-CPLX,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EAR120x,0.0,CPLX0-8006,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
CO2tex,-7.944851587219353,CPLX0-7533,0.0012447867902268739,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
DDPA,0.08645414632086397,AROG-CPLX,0.0004767306793080828,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
FBP,0.0,F16B-CPLX,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
ACGK,0.0672951991256434,ACETYLGLUTKIN-CPLX,0.00032352039739466865,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
3HAD141,0.03422365112671163,FABZ-CPLX,8.657294227102203e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
AGPR,-0.0672951991256434,N-ACETYLGLUTPREDUCT-MONOMER,0.00014005146477686617,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EAR80y,0.0,CPLX0-8006,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
GAPD,4.251598307896153,GAPDH-A-CPLX,0.0032352276610544306,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
HSTPT,0.021553701840364866,HISTPHOSTRANS-CPLX,0.00015100501859482412,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
OCBT,0.0672951991256434,ORNCARBAMTRANSFERI-CPLX,5.5730120602383505e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
GLUN,0.0,ASNSYNB-CPLX,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
ACt2rpp,0.0,EG11512-MONOMER,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
ACOATA,0.0,CPLX0-252,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
IPPS,0.10249963946717709,2-ISOPROPYLMALATESYN-MONOMER,0.0006092675649250657,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
ME2,0.0,MALIC-NADP-CPLX,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
LDH_D,0.0,CPLX0-8158,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
RNDR3,0.006146597591474778,RIBONUCLEOSIDE-DIP-REDUCTI-CPLX,4.455103714455997e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
ORPT,-0.0752586797302402,OROPRIBTRANS-CPLX,4.0087108868792135e-07,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
FUMt2_2pp,0.0,DCTA-MONOMER,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
SUCCt1pp,0.0,DCTA-MONOMER,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
3OAR180,0.0,CPLX0-8005,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
PPND,0.03137251439737965,CHORISMUTPREPHENDEHYDROG-CPLX,3.651872796049625e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
PRAIi,0.012932266605922227,PRAI-IGPS,5.161684383701255e-05,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
EX_acald_e,0.0,NA,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
PRASCSi,0.10165126020898996,SAICARSYN-CPLX,0.0005973879701642422,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
enzyme_pool_supply,0.287151622570974,NA,0.0,0.0030630843469345273,0.07903942826951414,0.549630438872713,0.00035640949659452263
3OAR161,0.03718479629912482,CPLX0-8005,6.662455517303546e-05,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
ASNS1,0.0,ASNSYNB-CPLX,0.0,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
ATPM,6.86,NA,0.0,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
PGL,3.1017550681536163,6PGLUCONOLACT-MONOMER,0.0009605516599441805,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
3OAR80,0.08797115767631387,CPLX0-8005,6.951353768134564e-05,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
O2tpp,7.951880625158353,NA,0.0,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
3HAD120,0.05078636137718905,FABA-CPLX,4.684974637079863e-05,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
FRUpts2pp,0.0,CPLX-165,0.0,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
ACODA,0.07311780564064356,ACETYLORNDEACET-CPLX,0.00019118632232899448,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
EX_glyc__R_e,0.0,NA,0.0,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
ME1,0.0,MALIC-NAD-CPLX,0.0,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
KAS15,0.08797115767631387,CPLX0-252,0.00019110219273730343,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
EX_glc__D_e,-3.1017550681536163,NA,0.0,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
EX_fum_e,0.0,NA,0.0,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
PYRt2rpp,0.0,EG10167-MONOMER,0.0,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
VALTA,-0.24875582601996696,BRANCHED-CHAINAMINOTRANSFER-CPLX,0.00016193681900555237,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
EAR120y,0.05078636137718905,CPLX0-8006,0.00010805396565602913,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
BPNT,0.06077049945335605,EG10043-MONOMER,6.647792301303827e-05,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
SUCCt2_2pp,0.0,DCTA-MONOMER,0.0,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
CHORM,0.07988323953533569,CHORISMUTPREPHENDEHYDROG-CPLX,0.00011422316757994449,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
NDPK1,0.1879571465284733,NUCLEOSIDE-DIP-KIN-CPLX,6.211435329289225e-05,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
DHDPRy,0.09169611377113339,DIHYDROPICRED-CPLX,0.0001794245834421323,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
G6PDH2r,3.1017550681536163,GLU6PDEHYDROG-MONOMER,0.0007260577918313942,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
ETOHtex,0.0,CPLX0-7533,0.0,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
RNDR1,0.006468060334265563,RIBONUCLEOSIDE-DIP-REDUCTI-CPLX,3.960199325190269e-05,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
EAR100y,0.05078636137718905,CPLX0-8006,0.0001080539387027193,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
GHMT2r,0.2753993105062766,GLYOHMETRANS-CPLX,0.0025411983091579837,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
G5SD,0.05464331870332011,GLUTSEMIALDEHYDROG-CPLX,0.0001388739230431589,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
AICART,0.1338650689222033,AICARTRANSIMPCYCLO-CPLX,0.00024632580491689977,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
FRUtex,0.0,CPLX0-7533,0.0,0.0035231312732186782,0.07969466048457521,0.5149375219444825,0.0004101281630506381
