"","uniprot_id","gene","MW_Da","glucose_pp_per_cell","acetate_pp_per_cell","fumarate_pp_per_cell","glycerol_pp_per_cell","pyruvate_pp_per_cell","fructose_pp_per_cell","succinate_pp_per_cell","xylose_pp_per_cell","glucose_chemostat_mu_0_5_pp_per_cell","glucose_chemostat_mu_0_12_pp_per_cell","glucose_chemostat_mu_0_20_pp_per_cell","glucose_chemostat_mu_0_35_pp_per_cell","glucose_MG1655_pp_per_cell","glucose_g_gDW","acetate_g_gDW","fumarate_g_gDW","glycerol_g_gDW","pyruvate_g_gDW","fructose_g_gDW","succinate_g_gDW","xylose_g_gDW","glucose_chemostat_mu_0_5_g_gDW","glucose_chemostat_mu_0_12_g_gDW","glucose_chemostat_mu_0_20_g_gDW","glucose_chemostat_mu_0_35_g_gDW","glucose_MG1655_g_gDW"
"692","P0AB35","ycfJ",18890.71457,52,1,1,7,14,NA,3,NA,2,1,2,6,NA,5.82576480073065e-06,1.12033938475589e-07,1.12033938475589e-07,7.84237569329126e-07,1.56847513865825e-06,NA,3.36101815426768e-07,NA,2.24067876951179e-07,1.12033938475589e-07,2.24067876951179e-07,6.72203630853537e-07,NA
"693","P0AB38","lpoB",22483.39362,705,524,635,724,568,588,506,540,587,343,406,469,626,9.40052693819092e-05,6.98705832001708e-05,8.46714128475352e-05,9.65387447269535e-05,7.5737578736063e-05,7.84043948887413e-05,6.74704486627603e-05,7.20040361223134e-05,7.82710540811074e-05,4.57358970184324e-05,5.4136367899369e-05,6.25368387803055e-05,8.347134557883e-05
"694","P0AB40","bhsA",8791.53021,156,42,48,406,48,2916,1453,2802,86,58,55,70,NA,8.13374005290127e-06,2.18985309116573e-06,2.50268924704654e-06,2.11685798812687e-05,2.50268924704654e-06,0.000152038371758078,7.57584890824714e-05,0.000146094484796342,4.48398490095839e-06,3.02408284018124e-06,2.86766476224083e-06,3.64975515194288e-06,NA
"695","P0AB43","ycgL",11221.80465,127,68,83,104,101,127,72,103,81,38,47,64,93,8.45215869520093e-06,4.5255652856194e-06,5.5238517456825e-06,6.92145278977084e-06,6.72179549775822e-06,8.45215869520093e-06,4.79177500830289e-06,6.85490035909997e-06,5.39074688434075e-06,2.52899236549319e-06,3.12796424153105e-06,4.2593555629359e-06,6.18937605239123e-06
"696","P0AB46","ymgD",11826.0528,4,3,4,0,17,NA,0,NA,1,1,11,13,NA,2.80544024291882e-07,2.10408018218912e-07,2.80544024291882e-07,0,1.1923121032405e-06,NA,0,NA,7.01360060729705e-08,7.01360060729705e-08,7.71496066802676e-07,9.11768078948617e-07,NA
"697","P0AB49","ychH",10461.42793,0,3,6,8,3,6,5,7,5,6,10,6,NA,0,1.86128740985434e-07,3.72257481970869e-07,4.96343309294492e-07,1.86128740985434e-07,3.72257481970869e-07,3.10214568309057e-07,4.3430039563268e-07,3.10214568309057e-07,3.72257481970869e-07,6.20429136618114e-07,3.72257481970869e-07,NA
"698","P0AB52","ychN",12666.68706,2021,2835,2012,1227,2061,922,999,905,1817,1804,1771,1983,1552,0.000151820554088936,0.000212969456131684,0.000151144460577407,9.21740820718081e-05,0.000154825414140176,6.92620241810979e-05,7.50463797797362e-05,6.79849586593206e-05,0.000136495767827608,0.000135519188310955,0.000133040178768681,0.000148965937040257,0.000116588569988139
"699","P0AB55","yciI",10577.40472,2116,1768,1576,1923,1662,2338,1765,2619,1745,966,1330,1557,1047,0.000132738224056555,0.000110907930119087,9.88636300156569e-05,0.000120631193223419,0.000104258472770318,0.000146664446051146,0.000110719737929971,0.000164291781098354,0.000109465123335864,6.05978848953836e-05,8.34318705081368e-05,9.76717461512549e-05,6.56790740015182e-05
"700","P0AB58","yciM",44484.45942,14,8,4,15,14,NA,11,NA,13,7,5,11,NA,3.69349546828296e-06,2.11056883901884e-06,1.05528441950942e-06,3.95731657316032e-06,3.69349546828296e-06,NA,2.9020321536509e-06,NA,3.42967436340561e-06,1.84674773414148e-06,1.31910552438677e-06,2.9020321536509e-06,NA
"701","P0AB61","yciN",9361.79711,680,501,574,787,615,965,696,914,506,397,406,462,520,3.77545549342885e-05,2.78162235618802e-05,3.18692860768847e-05,4.36953451960075e-05,3.41456636538051e-05,5.35781551641007e-05,3.86428974033306e-05,5.0746563544029e-05,2.80938305834559e-05,2.20419975131067e-05,2.25416901519429e-05,2.56508887935902e-05,2.88711302438677e-05
"702","P0AB65","yccX",10275.2359,118,245,186,301,223,197,181,337,295,550,450,347,NA,7.19076384328889e-06,1.49299757763202e-05,1.13345938546757e-05,1.83425416680505e-05,1.35893248902832e-05,1.20049192976942e-05,1.10299004714855e-05,2.053633402702e-05,1.79769096082222e-05,3.35162721509228e-05,2.74224044871187e-05,2.11457207934004e-05,NA
"703","P0AB67","pntB",48673.51161,2977,835,1351,2158,1747,3580,1415,2363,3721,1713,2207,2534,1994,0.000859355245427302,0.000241035146097345,0.000389986206440136,0.000622938736859966,0.000504297485307859,0.00103342014733952,0.000408460756560172,0.000682115030213206,0.00107412189057272,0.00049448288055659,0.000637083314295618,0.000731476718815178,0.000575597702177373
"704","P0AB71","fbaA",39104.59675,20049,11352,13842,15624,13943,24513,12513,17405,13616,7067,8289,9381,17923,0.00464966586943558,0.00263270023192342,0.00321016883459162,0.0036234415454168,0.00323359225984041,0.00568493488241181,0.00290195366473377,0.00403648234114052,0.00315775602165868,0.00163894402211089,0.0019223442761111,0.00217559556691981,0.00415661436370362
"705","P0AB77","kbl",43071.72819,172,146,131,108,122,144,126,180,103,64,67,76,168,4.39361463246667e-05,3.72946358337287e-05,3.34629951658799e-05,2.75878128085116e-05,3.11640107651706e-05,3.67837504113489e-05,3.21857816099303e-05,4.59796880141861e-05,2.6310599252562e-05,1.6348333516155e-05,1.71146616497248e-05,1.94136460504341e-05,4.2914375479907e-05
"706","P0AB80","ilvE",34054.10848,2609,1255,1728,1899,1970,2943,1967,4021,2366,795,919,1435,2202,0.000526920156001328,0.000253462934373962,0.000348991195695782,0.000383526782769844,0.000397866120092992,0.000594375630169379,0.000397260232600465,0.000812091202484224,0.000477843269106609,0.000160560185519761,0.000185603535210893,0.000289816183925606,0.000444721419515111
"707","P0AB83","nth",23529.40171,11,6,8,8,7,8,11,6,4,2,1,4,18,1.53498730138302e-06,8.37265800754376e-07,1.11635440100584e-06,1.11635440100584e-06,9.76810100880106e-07,1.11635440100584e-06,1.53498730138302e-06,8.37265800754376e-07,5.58177200502918e-07,2.79088600251459e-07,1.39544300125729e-07,5.58177200502918e-07,2.51179740226313e-06
"708","P0AB87","fucA",23742.23723,1,0,21,29,1,NA,7,NA,0,1,1,7,NA,1.40806549971533e-07,0,2.95693754940219e-06,4.08338994917445e-06,1.40806549971533e-07,NA,9.8564584980073e-07,NA,0,1.40806549971533e-07,1.40806549971533e-07,9.8564584980073e-07,NA
"709","P0AB89","purB",51492.59536,1933,714,1407,1496,1509,2480,1961,2118,1829,670,827,1092,1802,0.000590306891581345,0.000218044035483228,0.000429675011099302,0.000456854169583907,0.000460824159025478,0.00075735183193054,0.000598857638070883,0.000646802895172937,0.000558546976048773,0.000204607148142525,0.000252552405244579,0.000333479113091996,0.000550301613362433
"710","P0AB91","aroG",37967.50301,6678,2754,2806,3616,2625,6780,3621,7572,4897,1666,2034,2662,6517,0.00150369469742361,0.000620122071983323,0.000631830985470299,0.000814219830171277,0.000591074959679093,0.00152666218157114,0.000815345687237332,0.00170499794083432,0.00110266441049467,0.000375135574409664,0.000457998654471343,0.000599406301967903,0.00146744209989663
"711","P0AB96","arsC",15825.29134,2,1,2,15,10,8,0,6,11,2,3,10,NA,1.87708062580064e-07,9.38540312900318e-08,1.87708062580064e-07,1.40781046935048e-06,9.38540312900318e-07,7.50832250320254e-07,0,5.63124187740191e-07,1.03239434419035e-06,1.87708062580064e-07,2.81562093870095e-07,9.38540312900318e-07,NA
"712","P0AB98","atpB",30265.358,1155,770,1867,2109,3159,3191,2903,2339,2822,1302,1353,2035,372,0.000207314184241116,0.000138209456160744,0.000335113057989752,0.000378550315640271,0.000567017755859468,0.000572761525466148,0.000521067599006026,0.000419833659688286,0.000506528682189116,0.000233699625871803,0.00024285375868245,0.000365267848424823,6.67713216776581e-05
"713","P0ABA0","atpF",17235.28982,8988,5495,9735,9956,11267,9158,8841,9156,7598,3471,4337,5943,7005,0.000918719367688476,0.000561678118096147,0.000995074882559781,0.00101766466674527,0.00115167012858768,0.000936096124754234,0.000903693583637496,0.000935891692318167,0.000776638824621388,0.000354792492795583,0.000443311737612919,0.000607470983775324,0.0007160246073273
"714","P0ABA4","atpH",19301.95116,7700,5679,7452,7941,9233,8789,8236,7979,6781,3008,4332,5654,5299,0.000881440811856526,0.000650091216952365,0.000853051549344783,0.000909028764539308,0.00105692766439887,0.00100610172667623,0.000942798250188357,0.000913378732182236,0.000776240278597286,0.000344334280787588,0.000495896311293827,0.000647229396134649,0.000606591540523082
"715","P0ABA6","atpG",31539.27915,2307,1640,2288,2414,2779,2250,2212,2089,2450,1075,1413,1823,1843,0.00043151964818908,0.00030675865757698,0.000427965736912274,0.000451533780116359,0.000519806286223431,0.000420857914358661,0.000413750091805048,0.000390743192486775,0.000458267506746097,0.000201076559082471,0.000264298770217239,0.000340988434611484,0.000344729393850228
"716","P0ABB0","atpA",55169.73662,14552,11045,16436,17975,19369,19100,20018,16490,16490,8336,10761,13452,13133,0.00476129197285097,0.00361383107752467,0.00537772092260711,0.00588126877487605,0.00633737384704168,0.00624935931016036,0.00654972118695236,0.00539538926830075,0.00539538926830075,0.00272746906856004,0.00352090866683956,0.00440138122723964,0.00429700711101236
"717","P0ABB4","atpD",50275.81931,24156,16016,23707,26449,30533,24016,25885,23770,24035,10875,14634,19994,21539,0.00720253529470726,0.00477545145222849,0.00706865806555825,0.0078862334827667,0.00910394974968111,0.00716079183795701,0.00771806698557284,0.00708744262109586,0.00716645702137312,0.00324257208684971,0.00436338390059389,0.005961561959032,0.00642223082102582
"718","P0ABB8","mgtA",99384.84487,65,17,98,78,109,66,82,68,43,135,82,52,61,3.83119924357712e-05,1.00200595601248e-05,5.77626962877781e-05,4.59743909229255e-05,6.42462642384471e-05,3.89014077040139e-05,4.8332051995896e-05,4.00802382404991e-05,2.53448565344333e-05,7.95710612127556e-05,4.8332051995896e-05,3.0649593948617e-05,3.59543313628007e-05
"719","P0ABC3","hflC",37608.49134,1290,725,1131,1410,1191,1399,1046,1312,991,593,682,833,844,0.000287724497251744,0.000161705628300399,0.000252260780148622,0.000314489566763534,0.000265643314904517,0.000312036102058286,0.000233302189244437,0.000292631426662238,0.0002210348657182,0.000132264051837429,0.00015211481172534,0.00018579419086101,0.000188247655566257
"720","P0ABC7","hflK",45499.07951,1349,980,1331,1509,1406,1511,1097,1201,1321,910,1066,1167,1022,0.000364012064448154,0.000264441677656925,0.000359154972409558,0.000407186215902346,0.00037939285590371,0.000407725892795524,0.000296012775907802,0.000324075974353027,0.000356456587943671,0.000245552986395716,0.000287647784063553,0.000314901467169011,0.00027577489241365
"721","P0ABD3","bfr",18465.32013,3413,8229,8092,5651,2959,2946,4798,2178,5056,12499,9245,7681,558,0.000373761313301763,0.000901166670717903,0.000886163652867818,0.000618847108546223,0.000324043283346005,0.000322619639316435,0.000525434157990582,0.000238515130492599,0.00055368801642359,0.0013687789788921,0.00101242992718277,0.000841154599317562,6.11071821923186e-05
"722","P0ABD5","accA",35201.29042,3825,1944,2826,3077,2904,3132,2616,2718,2809,1902,1950,2315,3071,0.000798530008163519,0.000405841133560753,0.000589972758972577,0.00064237302878932,0.000606256508158656,0.000653855159625658,0.000546131895779285,0.000567426029330312,0.000586423736714072,0.000397072960922095,0.00040709372965199,0.000483293325202234,0.000641120432698083
"723","P0ABD8","accB",16658.41639,2574,1380,1953,2201,2022,2381,2256,2308,1890,1096,1250,1472,2822,0.000254298309696944,0.000136337089114912,0.000192946619595234,0.000217447777639073,0.00019976347405098,0.000235230876219279,0.000222881502205247,0.000228018841795085,0.000186722535092162,0.000108279311355032,0.000123493740140319,0.000145426228389239,0.000278799467740784
"724","P0ABE2","bolA",11968.08703,279,141,182,230,124,165,121,213,201,132,139,177,399,1.98029622418394e-05,1.00079486598543e-05,1.2918061390734e-05,1.63250226366418e-05,8.80131655192864e-06,1.17114292828083e-05,8.5883814740594e-06,1.51183905287161e-05,1.42666502172392e-05,9.36914342624662e-06,9.86599194127485e-06,1.25631695942852e-05,2.83203653566091e-05
"725","P0ABF1","pcnB",53819.05532,43,13,24,33,28,44,34,41,81,28,40,55,47,1.37247911156711e-05,4.14935545357499e-06,7.6603485296769e-06,1.05329792283057e-05,8.93707328462305e-06,1.40439723044076e-05,1.08521604170423e-05,1.3086428738198e-05,2.58536762876595e-05,8.93707328462305e-06,1.27672475494615e-05,1.75549653805096e-05,1.50015158706173e-05
"726","P0ABF4","eutM",9841.19138,14,18,38,17,21,3,15,2,33,127,84,62,2,8.1710323646629e-07,1.05056130402809e-06,2.21785164183707e-06,9.92196787137638e-07,1.22565485469944e-06,1.75093550671348e-07,8.75467753356739e-07,1.16729033780899e-07,1.92602905738483e-06,7.41229364508706e-06,4.90261941879774e-06,3.61860004720786e-06,1.16729033780899e-07
"727","P0ABF6","cdd",31501.89874,257,245,281,211,186,199,234,330,253,442,345,315,268,4.80143519961332e-05,4.57724367278313e-05,5.24981825327371e-05,3.94203434676424e-05,3.47496866586801e-05,3.71784281993405e-05,4.37173477318878e-05,6.16526698783034e-05,4.72670469066992e-05,8.25772123824548e-05,6.44550639636808e-05,5.88502757929259e-05,5.00694409920767e-05
"728","P0ABG1","cdsA",31415.04641,44,29,40,40,45,128,73,94,57,57,62,62,59,8.19769204606917e-06,5.40302430309105e-06,7.45244731460834e-06,7.45244731460834e-06,8.38400322893438e-06,2.38478314067467e-05,1.36007163491602e-05,1.75132511893296e-05,1.06197374233169e-05,1.06197374233169e-05,1.15512933376429e-05,1.15512933376429e-05,1.09923597890473e-05
"729","P0ABH0","ftsA",45283.45163,572,579,526,543,540,564,449,634,603,402,449,518,345,0.000153616111948807,0.000155496029402726,0.000141262368680196,0.000145827882496857,0.000145022203588034,0.000151467634858614,0.000120583276687088,0.000170266809397803,0.000161941460673305,0.000107960973782203,0.000120583276687088,0.000139113891590003,9.26530745145775e-05
"730","P0ABH7","gltA",47965.89357,9671,34014,18189,17601,37156,20067,19403,16664,31664,25070,26529,26675,7821,0.00275109216631559,0.00967590207269761,0.00517419247369603,0.00500692515968573,0.0105697012234125,0.00570842379293299,0.00551953689411865,0.00474037843650946,0.00900740175309864,0.00713161830312604,0.00754665743771961,0.00758818979800108,0.00222482595726959
"731","P0ABH9","clpA",84136.91889,530,357,365,503,437,670,384,631,622,356,423,463,383,0.00026446225157577,0.000178137780778396,0.000182129663821049,0.000250989646306815,0.000218056611204927,0.000334320204822199,0.00019161038604735,0.000314859774989265,0.000310368906566281,0.000177638795398064,0.000211070815880284,0.00023103023109355,0.000191111400667019
"732","P0ABI4","corA",36548.54499,276,195,229,332,349,296,215,183,502,657,630,452,130,5.98246810340656e-05,4.22674376871115e-05,4.96371447710182e-05,7.19630221134412e-05,7.56478756553945e-05,6.41598028481283e-05,4.66025595011743e-05,3.96663645986739e-05,0.000108811557532974,0.00014240875159196,0.000136556337142976,9.79737529978175e-05,2.81782917914077e-05
"733","P0ABI8","cyoB",74300.34181,957,848,1002,929,1740,1340,1097,1086,1466,841,896,1133,524,0.00042170035531723,0.000373669698337524,0.000441529525629952,0.000409362204900425,0.000766727918758599,0.000590468627089956,0.000483391107401255,0.000478543976880367,0.000645990303965578,0.000370585160733323,0.000394820813337761,0.000499254443651433,0.000230899672085923
"734","P0ABJ1","cyoA",34870.5555,2616,2103,2430,2206,4384,2755,2496,2580,3405,1844,1718,2227,749,0.000541000694999288,0.000434909962379015,0.000502535049253926,0.000456210830721877,0.000906631134127248,0.000569746527034801,0.000516184149357119,0.000533555731306638,0.000704169482596551,0.000381347584701333,0.000355290211777056,0.000460553726209256,0.000154896605716539
"735","P0ABJ3","cyoC",22589.45441,18,37,41,30,111,116,95,66,77,44,54,43,0,2.41145667896285e-06,4.95688317342364e-06,5.49276243541538e-06,4.01909446493808e-06,1.48706495202709e-05,1.55404985977606e-05,1.27271324723039e-05,8.84200782286378e-06,1.03156757933411e-05,5.89467188190919e-06,7.23437003688855e-06,5.76070206641125e-06,0
"736","P0ABJ6","cyoD",12003.07821,136,59,70,33,61,84,44,48,61,28,68,39,139,9.68127957346871e-06,4.19996687378422e-06,4.98301154516772e-06,2.3491340141505e-06,4.34233863221758e-06,5.97961385420126e-06,3.13217868553399e-06,3.41692220240072e-06,4.34233863221758e-06,1.99320461806709e-06,4.84063978673435e-06,2.77624928945059e-06,9.89483721111875e-06
"737","P0ABJ9","cydA",58149.04843,344,428,400,518,338,684,439,661,747,1036,883,772,191,0.000118632114745457,0.000147600421834464,0.000137944319471462,0.000178637893715543,0.000116562949953385,0.0002358847862962,0.000151393890619929,0.000227952987926591,0.000257611016612955,0.000357275787431086,0.000304512085233252,0.000266232536579921,6.5868412547623e-05
"738","P0ABK2","cydB",42406.96162,43,52,54,67,81,79,49,65,138,205,154,132,20,1.08145095937515e-05,1.3078011601746e-05,1.3581012047967e-05,1.68505149484035e-05,2.03715180719505e-05,1.98685176257295e-05,1.23235109324145e-05,1.63475145021825e-05,3.47070307892489e-05,5.15575457376524e-05,3.87310343590169e-05,3.31980294505859e-05,5.03000446220999e-06
"739","P0ABK5","cysK",34450.28634,73308,66764,68067,68900,61734,75498,73976,68895,55342,29423,32637,43392,65475,0.0149777102470271,0.0136406919699421,0.0139069106152725,0.0140771025811667,0.0126130021878918,0.0154251537107826,0.0151141907190767,0.0140760810207471,0.0113070393475606,0.00601147444478472,0.00666813348246062,0.0088655099448764,0.0133773336937865
"740","P0ABK9","nrfA",53650.73241,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,3.18182926946434e-07,0,0,0,0,0,NA
"741","P0ABN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","P0ABN5","dcuA",45702.83333,199,170,227,253,279,286,150,224,482,410,399,443,138,5.39383204006144e-05,4.60779621512786e-05,6.15276318137662e-05,6.857484955455e-05,7.56220672953338e-05,7.75193951486217e-05,4.06570254275988e-05,6.07144913052142e-05,0.000130644575040684,0.000111129202835437,0.000108147687637413,0.000120073748429508,3.74044633933909e-05
"743","P0ABP8","deoD",25915.01852,2764,2242,3099,3391,2187,3228,3259,2883,3044,2161,2523,2693,2656,0.000424806134585567,0.000344578637388148,0.000476293129913413,0.00052117134673649,0.00033612554860298,0.000496119465427717,0.000500883933652085,0.000443095544866205,0.000467840041128244,0.000332129542995445,0.000387766236454192,0.000413893965426531,0.000408207342061963
"744","P0ABQ0","coaB",43392.67021,252,223,227,246,429,283,184,267,451,418,343,395,100,6.4851217517436e-05,5.73881805809057e-05,5.84175649859444e-05,6.33071409098781e-05,0.000110401477440397,7.28289466564857e-05,4.73516826317787e-05,6.87114090363311e-05,0.00011606309166811,0.000107570670326541,8.82697127320657e-05,0.000101651709997568,2.57346101259667e-05
"745","P0ABQ2","garR",30389.81841,27,25,44,34,23,21,30,23,29,46,29,36,385,4.86623509672866e-06,4.50577323771172e-06,7.93016089837263e-06,6.12785160328794e-06,4.14531137869479e-06,3.78484951967785e-06,5.40692788525407e-06,4.14531137869479e-06,5.2266969557456e-06,8.29062275738957e-06,5.2266969557456e-06,6.48831346230488e-06,6.93889078607605e-05
"746","P0ABQ4","folA",17969.89353,295,177,316,297,284,264,230,219,194,170,155,178,249,3.14390009924918e-05,1.88634005954951e-05,3.36770315716183e-05,3.16521467619324e-05,3.02666992605684e-05,2.81352415661622e-05,2.45117634856716e-05,2.33394617537482e-05,2.06751396357404e-05,1.81173904024529e-05,1.65187971316482e-05,1.89699734802154e-05,2.65366482953575e-05
"747","P0ABR1","dinI",8925.50991,113,12,42,53,14,79,75,48,26,18,16,19,118,5.98153567769369e-06,6.3520732860464e-07,2.22322565011624e-06,2.80549903467049e-06,7.41075216705413e-07,4.18178157998055e-06,3.970045803779e-06,2.54082931441856e-06,1.37628254531005e-06,9.5281099290696e-07,8.46943104806187e-07,1.00574493695735e-06,6.24620539794563e-06
"748","P0ABS1","dksA",17498.7338,5844,3644,5535,6499,4650,5868,5476,6986,5510,3294,4090,4733,5979,0.000606482186312094,0.000378169248275371,0.000574414596378754,0.000674457174682118,0.000482570528123072,0.000608972872908858,0.000568291658495042,0.000724997356874792,0.000571820131173791,0.000341846735405893,0.000424454507531907,0.000491184152603549,0.000620492298418893
"749","P0ABS5","dnaG",65505.31306,6,4,9,10,10,10,16,10,16,16,15,15,3,2.33092872776012e-06,1.55395248517341e-06,3.49639309164018e-06,3.88488121293353e-06,3.88488121293353e-06,3.88488121293353e-06,6.21580994069365e-06,3.88488121293353e-06,6.21580994069365e-06,6.21580994069365e-06,5.82732181940029e-06,5.82732181940029e-06,1.16546436388006e-06
"750","P0ABS8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","P0ABT2","dps",18665.72624,4698,9277,6790,6462,4170,4999,4474,2608,4273,5147,5467,5031,2033,0.000520066790076386,0.00102696032599801,0.000751650384124875,0.00071534091048821,0.000461617393490535,0.000553387374114912,0.000495270076373298,0.00028870459525739,0.000473019453809366,0.00056977091709731,0.000605194793816008,0.000556929761786782,0.000225052316778479
"752","P0ABT5","dusB",35825.34133,22,7,17,14,19,15,12,14,9,5,9,8,12,4.67427473822176e-06,1.48726923488874e-06,3.61193957044409e-06,2.97453846977748e-06,4.03687363755515e-06,3.18700550333302e-06,2.54960440266641e-06,2.97453846977748e-06,1.91220330199981e-06,1.06233516777767e-06,1.91220330199981e-06,1.69973626844428e-06,2.54960440266641e-06
"753","P0ABU0","menB",31594.51617,558,489,535,531,465,470,575,614,519,429,405,470,433,0.000104555558326968,9.16266452005148e-05,0.00010024592061815,9.94964184079209e-05,8.71296319391398e-05,8.80665097019262e-05,0.000107740942720442,0.000115048589270176,9.72479117772335e-05,8.03841120470774e-05,7.58870987857024e-05,8.80665097019262e-05,8.11336142573065e-05
"754","P0ABU2","ychF",39624.25951,2762,915,1573,2133,1685,2112,1653,2000,1753,720,1065,1258,3221,0.000649061801766262,0.000215022284075355,0.000369650330984189,0.000501248668778941,0.000395969998543139,0.000496313731111638,0.000388450093526296,0.000469994063552688,0.000411949796703931,0.000169197862878968,0.000250271838841806,0.000295626265974641,0.000756925439351604
"755","P0ABU5","elbB",22948.79863,1274,1811,1950,1737,1781,1560,1768,2216,1753,1555,1508,1849,1256,0.000173392616682996,0.000246478829523473,0.000265396862269891,0.000236407358852719,0.000242395800873167,0.000212317489815913,0.000240626488458035,0.000301599716302605,0.000238584974132882,0.000211636985040862,0.000205240240155383,0.000251650665813861,0.000170942799492812
"756","P0ABU7","exbB",26252.84497,819,456,642,697,735,1347,862,1370,814,226,329,474,1015,0.000127515063994105,7.099739826778e-05,9.99568633506903e-05,0.000108520146036497,0.000114436595892145,0.00020972257777785,0.000134209994093918,0.000213303586901006,0.000126736583749941,3.51873070362243e-05,5.1224000066008e-05,7.37999271467713e-05,0.000158031489565344
"757","P0ABU9","tolQ",25563.37328,268,149,199,241,212,230,165,202,278,162,180,220,101,4.06306877107748e-05,2.25894495108412e-05,3.01698016956872e-05,3.65372975309579e-05,3.21406932637472e-05,3.48696200502918e-05,2.50151622099919e-05,3.0624622826778e-05,4.2146758147744e-05,2.45603410789012e-05,2.72892678654457e-05,3.33535496133226e-05,1.5312311413389e-05
"758","P0ABV2","exbD",15498.88005,368,142,221,282,239,339,262,569,210,59,92,115,695,3.3825899430659e-05,1.30523851063956e-05,2.03139232993903e-05,2.5920933802842e-05,2.19684509889334e-05,3.11602714863951e-05,2.40825697033496e-05,5.2301458630557e-05,1.93028230446695e-05,5.4231740935024e-06,8.45647485766475e-06,1.05705935720809e-05,6.38831524573587e-05
"759","P0ABV6","tolR",15355.37553,174,57,95,106,112,179,99,152,95,42,47,60,117,1.584568096871e-05,5.19082652423257e-06,8.65137754038762e-06,9.65311599243251e-06,1.0199518784457e-05,1.63010166287304e-05,9.01564606840395e-06,1.38422040646202e-05,8.65137754038762e-06,3.82481954417137e-06,4.28015520419177e-06,5.46402792024482e-06,1.06548544444774e-05
"760","P0ABW9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","P0ABX2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","P0ABX5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","P0ABX8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","P0ABY4","fldB",19669.48877,690,195,244,273,271,441,327,465,196,74,80,157,612,8.04902693178583e-05,2.27472500246121e-05,2.84632256718224e-05,3.1846150034457e-05,3.16128449059994e-05,5.14437808248921e-05,3.81453885028111e-05,5.42434423663828e-05,2.28639025888409e-05,8.63228975292973e-06,9.33220513830241e-06,1.83144525839185e-05,7.13913693080135e-05
"765","P0ABY7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","P0ABZ1","fliG",36735.21149,6,1,17,11,2,4,10,4,17,2,8,28,1111,1.30717884981259e-06,2.17863141635432e-07,3.70367340780234e-06,2.39649455798975e-06,4.35726283270864e-07,8.71452566541728e-07,2.17863141635432e-06,8.71452566541728e-07,3.70367340780234e-06,4.35726283270864e-07,1.74290513308346e-06,6.10016796579209e-06,0.000242045950356965
"767","P0ABZ4","kdsC",19966.50451,203,177,178,190,168,267,275,331,212,123,158,149,714,2.40380534203753e-05,2.09592879576671e-05,2.10777020139251e-05,2.24986706890212e-05,1.98935614513451e-05,3.16165530208877e-05,3.25638654709517e-05,3.91950526214001e-05,2.51037799266973e-05,1.45649289197348e-05,1.8709420888765e-05,1.76436943824429e-05,8.45476361682165e-05
"768","P0ABZ6","surA",47236.24996,1554,900,1125,1299,1207,1409,1189,1239,1029,811,880,983,1533,0.000435339068877449,0.000252126873867249,0.000315158592334061,0.000363903121281729,0.000338130151953077,0.000394718628087726,0.000333087614475732,0.000347094663023912,0.000288265059121554,0.000227194327451487,0.000246524054447976,0.000275378574457228,0.000429456108487214
"769","P0AC00","frlB",38526.41732,1,1,0,2,0,NA,0,NA,7,3,0,0,NA,2.28486130141861e-07,2.28486130141861e-07,0,4.56972260283722e-07,0,NA,0,NA,1.59940291099303e-06,6.85458390425582e-07,0,0,NA
"770","P0AC02","bamD",27793.80498,1372,639,1091,1086,1400,1160,901,1093,773,401,485,591,1977,0.000226153511129193,0.000105329514294136,0.000179834898427077,0.000179010723823836,0.00023076888890734,0.000191208507951796,0.000148516263503938,0.000180164568268373,0.000127417393660981,6.6098803179888e-05,7.99449365143284e-05,9.7417438103027e-05,0.000325878638121293
"771","P0AC05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
