"reaction_id","direction","value","par_type","unit","condition","notes","saturation","model_type","directional_reaction_id","enzyme","MW","num_pp_subunits","kcat_times_pp_num","EC_kcat_value","ec_cost","enzyme_pool_bound_g_gDw"
"NDPK2","fw",19.1075559853829,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","NDPK2_fw","NUCLEOSIDE-DIP-KIN-CPLX",61.852,4,76.4302239415316,76.4302239415316,0.000224794724195163,0.332285064086577
"NDPK2","bw",6.49011258781044,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","NDPK2_bw","NUCLEOSIDE-DIP-KIN-CPLX",61.852,4,25.9604503512418,25.9604503512418,0.000661818684909266,0.332285064086577
"NDPK4","fw",6.29197607194518,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","NDPK4_fw","NUCLEOSIDE-DIP-KIN-CPLX",61.852,4,25.1679042877807,25.1679042877807,0.000682659585583879,0.332285064086577
"NDPK4","bw",4.99780049239237,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","NDPK4_bw","NUCLEOSIDE-DIP-KIN-CPLX",61.852,4,19.9912019695695,19.9912019695695,0.000859433621713398,0.332285064086577
"ACODA","fw",10.9791125730085,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","ACODA_fw","ACETYLORNDEACET-CPLX",84.694,2,21.958225146017,21.958225146017,0.00107140312819766,0.332285064086577
"ADSS","fw",1.84018956986626,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","ADSS_fw","ADENYLOSUCCINATE-SYN-DIMER",94.69,2,3.68037913973252,3.68037913973252,0.00714675765162863,0.332285064086577
"ASNS2","fw",8.12236657624855,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","ASNS2_fw","ASNSYNB-CPLX",125.318,2,16.2447331524971,16.2447331524971,0.00214288257177093,0.332285064086577
"ASPCT","fw",12.1373668119836,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","ASPCT_fw","ASPCARBTRANS-CPLX",240.804,8,97.0989344958688,97.0989344958688,0.000688885005250453,0.332285064086577
"MCOATA","bw",2.62202436101299,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","MCOATA_bw","MALONYL-COA-ACP-TRANSACYL-MONOMER",32.417,1,2.62202436101299,2.62202436101299,0.00343426337150558,0.332285064086577
"MCOATA","fw",6.871365759,"kcat","s-1","manual_curation","Heckmann_et_al_2020: kcat_in_vitro_per_s_ensemble_model",1,"glucose_batch","MCOATA_fw","MALONYL-COA-ACP-TRANSACYL-MONOMER",32.417,1,6.871365759,6.871365759,0.00131047051460301,0.332285064086577
"DAPE","fw",37.4496778199379,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","DAPE_fw","CPLX0-7997",60.418,2,74.8993556398758,74.8993556398758,0.00022407105687893,0.332285064086577
"DHDPRy","fw",6.48151836074658,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","DHDPRy_fw","DIHYDROPICRED-CPLX",115.028,4,25.9260734429863,25.9260734429863,0.00123243584465222,0.332285064086577
"HSK","fw",30.4295410178519,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","HSK_fw","HOMOSERKIN-CPLX",67.248,2,60.8590820357038,60.8590820357038,0.000306938576382751,0.332285064086577
"SDPTA","bw",5.05429333368866,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","SDPTA_bw","PSERTRANSAM-CPLX",79.566,2,10.1085866673773,10.1085866673773,0.00218642500617754,0.332285064086577
"THRS","fw",9.36283353989845,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","THRS_fw","THRESYN-MONOMER",47.114,1,9.36283353989845,9.36283353989845,0.00139778435304364,0.332285064086577
"HSST","fw",5.48263769827886,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","HSST_fw","HOMSUCTRAN-CPLX",71.454,2,10.9652753965577,10.9652753965577,0.00181010805616102,0.332285064086577
"PPNDH","fw",16.8022163796283,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","PPNDH_fw","CHORISMUTPREPHENDEHYDRAT-CPLX",86.222,2,33.6044327592566,33.6044327592566,0.000712720126155327,0.332285064086577
"DTMPK","fw",7.94475986159112,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","DTMPK_fw","CPLX0-8260",47.566,2,15.8895197231822,15.8895197231822,0.000831540412042839,0.332285064086577
"DTMPK","bw",3.42168466058422,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","DTMPK_bw","CPLX0-8260",47.566,2,6.84336932116844,6.84336932116844,0.00193074159199723,0.332285064086577
"NDPK1","fw",29.6032129075311,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","NDPK1_fw","NUCLEOSIDE-DIP-KIN-CPLX",61.852,4,118.412851630124,118.412851630124,0.000145094986520367,0.332285064086577
"NDPK1","bw",3.29259780853089,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","NDPK1_bw","NUCLEOSIDE-DIP-KIN-CPLX",61.852,4,13.1703912341236,13.1703912341236,0.00130452549249988,0.332285064086577
"TRDR","fw",7.08749013158889,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","TRDR_fw","THIOREDOXIN-REDUCT-NADPH-CPLX",69.246,2,14.1749802631778,14.1749802631778,0.00135696837969973,0.332285064086577
"DDPA","fw",10.9566616252276,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","DDPA_fw","AROG-CPLX",152.036,4,43.8266465009104,43.8266465009104,0.00096361975177236,0.332285064086577
"MALS","fw",32.5593334564113,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","MALS_fw","MALATE-SYNTHASE",60.274,1,32.5593334564113,32.5593334564113,0.000514223603508104,0.332285064086577
"NADTRHD","fw",24.5158574723498,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","NADTRHD_fw","UDHA-CPLX",412.48,8,196.126859778798,196.126859778798,0.000584202377517308,0.332285064086577
"G3PD2","bw",42.4695064591191,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","G3PD2_bw","GLYC3PDEHYDROGBIOSYN-CPLX",72.724,2,84.9390129182382,84.9390129182382,0.00023783077312844,0.332285064086577
"GMPS2","fw",2.25158278181793,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","GMPS2_fw","GMP-SYN-CPLX",117.358,2,4.50316556363586,4.50316556363586,0.00723922849021869,0.332285064086577
"P5CR","fw",15.4601105934929,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","P5CR_fw","PYRROLINECARBREDUCT-CPLX",281.45,10,154.601105934929,154.601105934929,0.000505692084689623,0.332285064086577
"AKGDH","fw",40.8831446060835,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","AKGDH_fw","2OXOGLUTARATEDEH-CPLX",2418.384,38,1553.55949503117,1553.55949503117,0.000432409145244775,0.332285064086577
"ATPPRT","fw",2.64718342228027,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","ATPPRT_fw","CPLX0-7614",66.734,2,5.29436684456054,5.29436684456054,0.00350131049971867,0.332285064086577
"HISTD","fw",1.98079661605363,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","HISTD_fw","HISTDEHYD-CPLX",92.22,2,3.96159323210726,3.96159323210726,0.0064662536423611,0.332285064086577
"DHDPS","fw",5.57546794884684,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","DHDPS_fw","DIHYDRODIPICSYN-CPLX",125.08,4,22.3018717953874,22.3018717953874,0.00155791606925256,0.332285064086577
"IGPDH","fw",2.87424763706746,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","IGPDH_fw","IMIDHISTID-CPLX",80.556,2,5.74849527413492,5.74849527413492,0.00389261286642252,0.332285064086577
"PRPPS","fw",13.6898442404018,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","PRPPS_fw","CPLX0-8299",205.308,6,82.1390654424108,82.1390654424108,0.000694310310116503,0.332285064086577
"PRATPP","fw",4.68730033091575,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","PRATPP_fw","HISTCYCLOPRATPPHOS",22.756,1,4.68730033091575,4.68730033091575,0.00134856114711049,0.332285064086577
"GLUN","fw",5.00005103333138,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","GLUN_fw","ASNSYNB-CPLX",125.318,2,10.0001020666628,10.0001020666628,0.00348102002594585,0.332285064086577
"PRMICI","fw",6.88757434426525,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","PRMICI_fw","PRIBFAICARPISOM-MONOMER",26.033,1,6.88757434426525,6.88757434426525,0.00104991808834846,0.332285064086577
"GLUPRT","fw",13.1782156597385,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","GLUPRT_fw","PRPPAMIDOTRANS-CPLX",225.952,4,52.712862638954,52.712862638954,0.00119068556140342,0.332285064086577
"SERAT","fw",21.2156661255808,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","SERAT_fw","CPLX0-237",175.902,6,127.293996753485,127.293996753485,0.000383848947419659,0.332285064086577
"CYSS","fw",11.8765275886208,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CYSS_fw","ACSERLYA-CPLX",68.98,2,23.7530551772416,23.7530551772416,0.00080667985520742,0.332285064086577
"BPNT","fw",42.6282320867975,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","BPNT_fw","EG10043-MONOMER",27.176,1,42.6282320867975,42.6282320867975,0.00017708660480027,0.332285064086577
"PAPSR","fw",10.1249025294284,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","PAPSR_fw","PAPSSULFOTRANS-CPLX",55.952,2,20.2498050588568,20.2498050588568,0.000767524535522598,0.332285064086577
"ASPK","fw",13.5749408431289,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","ASPK_fw","ASPKINIHOMOSERDEHYDROGI-CPLX",356.48,4,54.2997633725156,54.2997633725156,0.00182362161586036,0.332285064086577
"ASPK","bw",3.32231556414097,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","ASPK_bw","ASPKINIHOMOSERDEHYDROGI-CPLX",356.48,4,13.2892622565639,13.2892622565639,0.00745129566340771,0.332285064086577
"ASAD","bw",4.4898451188708,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","ASAD_bw","ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX",80.036,2,8.9796902377416,8.9796902377416,0.00247583398019458,0.332285064086577
"DAPDC","fw",31.411758389528,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","DAPDC_fw","DIAMINOPIMDECARB-CPLX",92.354,2,62.823516779056,62.823516779056,0.000408348500755076,0.332285064086577
"OCBT","fw",11.4368439073993,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","OCBT_fw","ORNCARBAMTRANSFERI-CPLX",110.721,3,34.3105317221979,34.3105317221979,0.000896396289697697,0.332285064086577
"OCBT","bw",3.8902575242417,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","OCBT_bw","ORNCARBAMTRANSFERI-CPLX",110.721,3,11.6707725727251,11.6707725727251,0.00263528683655532,0.332285064086577
"GARFT","fw",46.2875906366408,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","GARFT_fw","GART-MONOMER",23.238,1,46.2875906366408,46.2875906366408,0.000139454223285718,0.332285064086577
"PHETA1","fw",4.26968832562401,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","PHETA1_fw","TYRB-DIMER",87.076,2,8.53937665124802,8.53937665124802,0.00283249922864601,0.332285064086577
"PHETA1","bw",11.5965589399559,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","PHETA1_bw","TYRB-DIMER",87.076,2,23.1931178799118,23.1931178799118,0.00104288599329405,0.332285064086577
"PPND","fw",8.61492478443366,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","PPND_fw","CHORISMUTPREPHENDEHYDROG-CPLX",84.084,2,17.2298495688673,17.2298495688673,0.00135559318572751,0.332285064086577
"PRAMPC","fw",4.68730033091575,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","PRAMPC_fw","HISTCYCLOPRATPPHOS",22.756,1,4.68730033091575,4.68730033091575,0.00134856114711049,0.332285064086577
"GLYCK2","fw",3.37365485387144,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","GLYCK2_fw","GLY3KIN-MONOMER",38.734,1,3.37365485387144,3.37365485387144,0.00318925465422091,0.332285064086577
"ACOTA","fw",13.3069959506178,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","ACOTA_fw","ACETYLORNTRANSAM-CPLX",87.534,2,26.6139919012356,26.6139919012356,0.000913617171382364,0.332285064086577
"ACOTA","bw",6.93605394448492,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","ACOTA_bw","ACETYLORNTRANSAM-CPLX",87.534,2,13.8721078889698,13.8721078889698,0.0017527977863648,0.332285064086577
"SULR","fw",4.39503323136229,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","SULR_fw","SULFITE-REDUCT-CPLX",786.152,12,52.7403987763475,52.7403987763475,0.00414057459977892,0.332285064086577
"PRAGSr","fw",10.5480556362919,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","PRAGSr_fw","GLYCRIBONUCSYN-MONOMER",45.94,1,10.5480556362919,10.5480556362919,0.00120980695884888,0.332285064086577
"PRFGS","fw",9.38988131496425,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","PRFGS_fw","FGAMSYN-MONOMER",141.402,1,9.38988131496425,9.38988131496425,0.00418304896684233,0.332285064086577
"PSERT","fw",37.4134199559911,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","PSERT_fw","PSERTRANSAM-CPLX",79.566,2,74.8268399119822,74.8268399119822,0.000295370841434231,0.332285064086577
"AIRC2","fw",27.0271489612158,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","AIRC2_fw","PURK-CPLX",78.922,2,54.0542979224316,54.0542979224316,0.000405569559135467,0.332285064086577
"GAPD","fw",29.1660711182752,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","GAPD_fw","GAPDH-A-CPLX",142.128,4,116.664284473101,116.664284473101,0.000338406909863686,0.332285064086577
"GND","fw",18.7080994070584,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","GND_fw","6PGLUCONDEHYDROG-CPLX",102.962,2,37.4161988141168,37.4161988141168,0.000764389661751659,0.332285064086577
"G6PDH2r","fw",163.678729835396,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","G6PDH2r_fw","GLU6PDEHYDROG-MONOMER",55.704,1,163.678729835396,163.678729835396,9.45347837736408e-05,0.332285064086577
"G6PDH2r","bw",7.32202599858373,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","G6PDH2r_bw","GLU6PDEHYDROG-MONOMER",55.704,1,7.32202599858373,7.32202599858373,0.00211325845282798,0.332285064086577
"ME2","fw",20.8905462009082,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","ME2_fw","MALIC-NADP-CPLX",659.336,8,167.124369607266,167.124369607266,0.00109588379791218,0.332285064086577
"ARGSL","fw",4.27366998843049,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","ARGSL_fw","ARGSUCCINLYA-MONOMER",50.318,1,4.27366998843049,4.27366998843049,0.00327054317718982,0.332285064086577
"CBPS","fw",2.65017997433225,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CBPS_fw","CARBPSYN-CPLX",159.273,2,5.3003599486645,5.3003599486645,0.00834707461917705,0.332285064086577
"GLU5K","fw",12.1357420958202,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","GLU5K_fw","GLUTKIN-CPLX",156.224,4,48.5429683832808,48.5429683832808,0.000893961720942098,0.332285064086577
"IPPS","fw",8.54240063715311,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","IPPS_fw","2-ISOPROPYLMALATESYN-MONOMER",57.298,1,8.54240063715311,8.54240063715311,0.00186318949287953,0.332285064086577
"ACOATA","fw",2.66105992730809,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","ACOATA_fw","CPLX0-252",67.03,2,5.32211985461618,5.32211985461618,0.00349850152816358,0.332285064086577
"ACOATA","bw",2.66105992730809,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","ACOATA_bw","CPLX0-252",67.03,2,5.32211985461618,5.32211985461618,0.00349850152816358,0.332285064086577
"ACtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","ACtex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"ACtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","ACtex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"ACALDtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","ACALDtex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"ACALDtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","ACALDtex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"PSP_L","fw",2693.14210994718,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","PSP_L_fw","PSERPHOSPHA-MONOMER",35.043,1,2693.14210994718,2693.14210994718,3.61442741202304e-06,0.332285064086577
"ADSK","fw",39.2948342471692,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","ADSK_fw","ADENYLYLSULFKIN-CPLX",44.642,2,78.5896684943384,78.5896684943384,0.000157788622768512,0.332285064086577
"SUCCt2_2pp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","SUCCt2_2pp_fw","DCTA-MONOMER",45.436,1,65,65,0.00019417094017094,0.332285064086577
"SUCCt2_2pp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","SUCCt2_2pp_bw","DCTA-MONOMER",45.436,1,65,65,0.00019417094017094,0.332285064086577
"HSDy","fw",3.07355564669199,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","HSDy_fw","ASPKINIHOMOSERDEHYDROGI-CPLX",356.48,4,12.294222586768,12.294222586768,0.00805437037790401,0.332285064086577
"HSDy","bw",10.5605389805061,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","HSDy_bw","ASPKINIHOMOSERDEHYDROGI-CPLX",356.48,4,42.2421559220244,42.2421559220244,0.00234415644895136,0.332285064086577
"CYSTL","fw",6.47745038529771,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","CYSTL_fw","CYSTATHIONINE-BETA-LYASE-CPLX",172.848,4,25.9098015411908,25.9098015411908,0.00185309537230545,0.332285064086577
"SHSL1","fw",7.04616627874576,"k_app","s-1","Glucose","median of calculated k_app",1,"glucose_batch","SHSL1_fw","O-SUCCHOMOSERLYASE-CPLX",166.2,4,28.184665114983,28.184665114983,0.00163800657124446,0.332285064086577
"SULabcpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","SULabcpp_fw","ABC-7-CPLX",182.563,5,325,325,0.000156036752136752,0.332285064086577
"SULabcpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","SULabcpp_bw","ABC-7-CPLX",182.563,5,325,325,0.000156036752136752,0.332285064086577
"GLUtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLUtex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"GLUtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLUtex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"AKGt2rpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","AKGt2rpp_fw","KGTP-MONOMER",47.052,1,65,65,0.000201076923076923,0.332285064086577
"AKGt2rpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","AKGt2rpp_bw","KGTP-MONOMER",47.052,1,65,65,0.000201076923076923,0.332285064086577
"XYLt2pp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","XYLt2pp_fw","XYLE-MONOMER",53.608,1,65,65,0.000229094017094017,0.332285064086577
"XYLt2pp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","XYLt2pp_bw","XYLE-MONOMER",53.608,1,65,65,0.000229094017094017,0.332285064086577
"GLYCtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLYCtex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"GLYCtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLYCtex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"Htex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","Htex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"Htex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","Htex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"PYRt2rpp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","PYRt2rpp_fw","EG10167-MONOMER",75.105,1,65,65,0.000320961538461538,0.332285064086577
"PYRt2rpp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","PYRt2rpp_bw","EG10167-MONOMER",75.105,1,65,65,0.000320961538461538,0.332285064086577
"THD2pp","fw",3.84083241779726,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","THD2pp_fw","PYRNUTRANSHYDROGEN-CPLX",206.692,4,15.363329671189,15.363329671189,0.00373710944653581,0.332285064086577
"TKT2","fw",32.2780254754625,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","TKT2_fw","TRANSKETOI-CPLX",144.424,2,64.556050950925,64.556050950925,0.000621441014232345,0.332285064086577
"TKT2","bw",3.04933639576167,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","TKT2_bw","TRANSKETOI-CPLX",144.424,2,6.09867279152334,6.09867279152334,0.00657811611627012,0.332285064086577
"ATPS4rpp","fw",251.91568917966,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","ATPS4rpp_fw","ATPSYN-CPLX",543.641,23,5794.06085113218,5794.06085113218,2.60631347803986e-05,0.332285064086577
"ATPS4rpp","bw",9.23452646768522,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","ATPS4rpp_bw","ATPSYN-CPLX",543.641,23,212.39410875676,212.39410875676,0.000710996127777873,0.332285064086577
"GK1","fw",37.5362994835745,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","GK1_fw","GUANYL-KIN-CPLX",47.186,2,75.072598967149,75.072598967149,0.000174593958415611,0.332285064086577
"GK1","bw",5.6792186294654,"k_appmax","s-1","NA","kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"glucose_batch","GK1_bw","GUANYL-KIN-CPLX",47.186,2,11.3584372589308,11.3584372589308,0.00115396351834548,0.332285064086577
"GLCNtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLCNtex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"GLCNtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLCNtex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"GLNtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLNtex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"GLNtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLNtex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"O2tex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","O2tex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"O2tex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","O2tex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"D_LACtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","D_LACtex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"D_LACtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","D_LACtex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"GLCtex_copy1","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLCtex_copy1_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"GLCtex_copy1","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","GLCtex_copy1_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"FUMt2_2pp","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","FUMt2_2pp_fw","DCTA-MONOMER",45.436,1,65,65,0.00019417094017094,0.332285064086577
"FUMt2_2pp","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","FUMt2_2pp_bw","DCTA-MONOMER",45.436,1,65,65,0.00019417094017094,0.332285064086577
"PItex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","PItex_fw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
"PItex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"glucose_batch","PItex_bw","CPLX0-7533",121.104,3,195,195,0.000172512820512821,0.332285064086577
